State;City;Population;;;;
Illinois;Des Plaines;58 947;;;;
New Jersey;Irvington;58 920;;;;
Texas;San Marcos;58 892;;;;
Florida;Port Orange;58 742;;;;
Massachusetts;Brookline;58 732;;;;
Idaho;Idaho Falls;58 691;;;;
Illinois;Orland Park;58 666;;;;
Florida;Coconut Creek;58 536;;;;
Iowa;Dubuque;58 436;;;;
Michigan;Novi;58 416;;;;
Texas;Rowlett;58 407;;;;
California;Lompoc Valley;58 405;;;;
Virginia;Reston;58 404;;;;
Kentucky;Owensboro;58 374;;;;
Tennessee;Bartlett;58 264;;;;
Connecticut;Manchester;58 241;;;;
California;Arcadia;58 232;;;;
New York;Clay;58 206;;;;
New York;White Plains;58 035;;;;
Maryland;Bowie;57 646;;;;
Florida;Ocala;57 586;;;;
Indiana;Noblesville;57 584;;;;
Florida;Sanford;57 525;;;;
Washington;Enumclaw Plateau;57 513;;;;
Florida;Palm Harbor;57 439;;;;
Massachusetts;Medford;57 437;;;;
California;Woodland;57 432;;;;
Illinois;Tinley Park;57 280;;;;
California;South Whittier;57 156;;;;
Indiana;Kokomo;57 085;;;;
New Jersey;New Brunswick;57 080;;;;
California;Santee;57 052;;;;
Oklahoma;Midwest City;57 039;;;;
Illinois;Oak Lawn;57 034;;;;
California;Brentwood;57 019;;;;
California;Eastvale;57 016;;;;
California;Fountain Valley;57 010;;;;
California;Diamond Bar;56 784;;;;
Illinois;Berwyn;56 693;;;;
Georgia;Valdosta;56 595;;;;
Massachusetts;Taunton;56 544;;;;
Michigan;Dearborn Heights;56 415;;;;
Washington;Tahoma-Maple Valley;56 368;;;;
New York;Union;56 346;;;;
North Carolina;Rocky Mount;56 325;;;;
Utah;Lehi;56 275;;;;
Florida;Kendale Lakes;56 148;;;;
Kansas;Manhattan;56 078;;;;
Missouri;St. Peters;56 076;;;;
Florida;Margate;56 061;;;;
North Dakota;Grand Forks;56 057;;;;
Massachusetts;Chicopee;55 795;;;;
Colorado;Castle Rock;55 747;;;;
Ohio;Kettering;55 705;;;;
Massachusetts;Weymouth Town;55 643;;;;
Alabama;Decatur;55 532;;;;
New York;Hempstead;55 527;;;;
California;Porterville;55 466;;;;
Indiana;Anderson;55 455;;;;
California;Paramount;55 406;;;;
Florida;Tamiami;55 271;;;;
Maryland;Towson;55 197;;;;
Washington;Shoreline;55 174;;;;
Tennessee;Hendersonville;55 153;;;;
California;Hanford;55 065;;;;
California;Novato;55 005;;;;
Georgia;Smyrna;54 958;;;;
Oregon;Corvallis;54 953;;;;
Illinois;Mount Prospect;54 951;;;;
California;Rosemead;54 947;;;;
Connecticut;West Haven;54 905;;;;
California;Dublin;54 695;;;;
California;Highland;54 651;;;;
Texas;Pflugerville;54 644;;;;
Illinois;Normal;54 594;;;;
Texas;Port Arthur;54 548;;;;
Nevada;Carson City;54 522;;;;
Indiana;Greenwood;54 491;;;;
Massachusetts;Weymouth;54 393;;;;
Florida;Port Charlotte;54 392;;;;
Texas;Spring;54 298;;;;
Idaho;Pocatello;54 292;;;;
Florida;Sarasota;54 214;;;;
California;Northeast Marin;54 172;;;;
Massachusetts;Revere;54 157;;;;
Florida;Doral;54 116;;;;
California;Colton;54 053;;;;
New Jersey;Union;54 050;;;;
California;Hacienda Heights;54 038;;;;
Ohio;Elyria;53 972;;;;
Nebraska;Bellevue;53 936;;;;
New Jersey;Lakewood;53 805;;;;
Iowa;Ankeny;53 801;;;;
New Jersey;Wayne;53 657;;;;
Washington;Issaquah Plateau;53 651;;;;
Illinois;Wheaton;53 644;;;;
Texas;Euless;53 630;;;;
Missouri;Blue Springs;53 573;;;;
California;Cathedral City;53 437;;;;
New Jersey;Hoboken;53 312;;;;
Florida;Poinciana;53 193;;;;
California;Watsonville;53 111;;;;
Arizona;Lake Havasu City;53 103;;;;
California;Yucaipa;53 096;;;;
Florida;Pensacola;53 068;;;;
Tennessee;Kingsport;53 028;;;;
Washington;Richland;53 019;;;;
Pennsylvania;Levittown;52 983;;;;
Florida;Bradenton;52 769;;;;
California;Delano;52 651;;;;
New Jersey;West New York;52 597;;;;
California;Gilroy;52 533;;;;
Virginia;Harrisonburg;52 478;;;;
Wisconsin;La Crosse;52 440;;;;
Washington;South Hill;52 431;;;;
California;Placentia;52 397;;;;
Massachusetts;Peabody;52 376;;;;
Illinois;Hoffman Estates;52 347;;;;
New Jersey;Perth Amboy;52 328;;;;
Missouri;Florissant;52 303;;;;
Illinois;Oak Park;52 008;;;;
Oregon;Albany;51 980;;;;
Texas;DeSoto;51 934;;;;
Florida;Palm Beach Gardens;51 919;;;;
New York;Levittown;51 881;;;;
Connecticut;Milford;51 857;;;;
California;West Sacramento;51 847;;;;
Michigan;Battle Creek;51 833;;;;
Mississippi;Southaven;51 824;;;;
North Carolina;Burlington;51 812;;;;
California;Southeast Marin;51 775;;;;
Colorado;Commerce City;51 762;;;;
New York;Irondequoit;51 692;;;;
North Carolina;Huntersville;51 567;;;;
Georgia;Dacula-Rocky Creek;51 522;;;;
Minnesota;Minnetonka;51 486;;;;
Arizona;Casa Grande;51 478;;;;
California;Glendora;51 442;;;;
Florida;The Villages;51 442;;;;
Indiana;Elkhart;51 421;;;;
Oklahoma;Enid;51 386;;;;
Connecticut;Stratford;51 384;;;;
Missouri;Joplin;51 316;;;;
Connecticut;East Hartford;51 252;;;;
Nebraska;Grand Island;51 236;;;;
Washington;Sammamish;51 229;;;;
Florida;Coral Gables;51 227;;;;
California;Palm Desert;51 202;;;;
Kansas;Lenexa;51 042;;;;
Florida;The Hammocks;51 003;;;;
New Jersey;Plainfield;50 955;;;;
Florida;Pinellas Park;50 946;;;;
Ohio;Lakewood;50 926;;;;
Texas;Grapevine;50 844;;;;
Arizona;Catalina Foothills;50 796;;;;
Oregon;Tigard;50 787;;;;
Michigan;Kentwood;50 764;;;;
Minnesota;Apple Valley;50 487;;;;
West Virginia;Charleston;50 404;;;;
California;Aliso Viejo;50 231;;;;
Idaho;Caldwell;50 224;;;;
Washington;Burien;50 188;;;;
Texas;Northeast Harris;50 134;;;;
California;Cerritos;50 004;;;;
Hawaii;East Honolulu;49 914;;;;
New York;Troy;49 910;;;;
Colorado;Parker;49 857;;;;
California;Poway;49 848;;;;
Michigan;Saginaw;49 844;;;;
Illinois;Downers Grove;49 715;;;;
Michigan;Redford;49 678;;;;
Texas;Galveston;49 608;;;;
Louisiana;Monroe;49 601;;;;
Minnesota;Edina;49 596;;;;
Virginia;Leesburg;49 496;;;;
California;La Mirada;49 459;;;;
Oregon;Aloha;49 425;;;;
Florida;Northeast Leon;49 416;;;;
North Carolina;Wilson;49 395;;;;
California;Rancho Santa Margarita;49 359;;;;
Florida;Bonita Springs;49 299;;;;
South Carolina;Pontiac;49 247;;;;
California;Cypress;49 240;;;;
New York;Niagara Falls;49 219;;;;
Washington;Olympia;49 218;;;;
New York;Orangetown;49 212;;;;
Ohio;Cuyahoga Falls;49 210;;;;
Massachusetts;Methuen;49 112;;;;
Pennsylvania;Harrisburg;49 082;;;;
California;Covina;49 002;;;;
Utah;Logan;48 997;;;;
California;Rowland Heights;48 993;;;;
Texas;Bedford;48 908;;;;
Utah;Murray;48 822;;;;
West Virginia;Huntington;48 807;;;;
California;Azusa;48 799;;;;
Ohio;Middletown;48 791;;;;
Wisconsin;Sheboygan;48 775;;;;
Maryland;Aspen Hill;48 759;;;;
Tennessee;Collierville;48 655;;;;
Michigan;East Lansing;48 648;;;;
New Mexico;Roswell;48 608;;;;
New Jersey;East Brunswick;48 440;;;;
Oklahoma;Stillwater;48 406;;;;
Texas;Angleton-Rosharon;48 341;;;;
Maryland;Wheaton;48 284;;;;
Louisiana;Alexandria;48 175;;;;
Indiana;Mishawaka;48 174;;;;
Colorado;North Aurora;48 131;;;;
Virginia;McLean;48 115;;;;
Colorado;Southglenn;48 097;;;;
Texas;Cedar Hill;48 084;;;;
Georgia;Dunwoody;48 000;;;;
North Dakota;Minot;47 997;;;;
Idaho;Coeur d'Alene;47 912;;;;
Ohio;Euclid;47 893;;;;
Kansas;Salina;47 867;;;;
Ohio;Newark;47 839;;;;
Michigan;Portage;47 837;;;;
Missouri;Chesterfield;47 777;;;;
Maryland;Bel Air South;47 709;;;;
Hawaii;Pearl City;47 698;;;;
Massachusetts;Barnstable Town;47 607;;;;
Michigan;Roseville;47 598;;;;
Indiana;Lawrence;47 550;;;;
California;Florin;47 513;;;;
Minnesota;St. Louis Park;47 502;;;;
Arizona;Maricopa;47 442;;;;
Texas;Bruni-Mirando;47 363;;;;
California;Ceres;47 343;;;;
Rhode Island;East Providence;47 331;;;;
Florida;Country Club;47 105;;;;
Wisconsin;Wauwatosa;47 102;;;;
Florida;Apopka;47 084;;;;
Connecticut;Middletown;47 043;;;;
Washington;Gig Harbor Peninsula;47 018;;;;
Mississippi;Hattiesburg;47 016;;;;
South Carolina;Summerville;46 974;;;;
Ohio;Mentor;46 870;;;;
California;Palm Springs;46 854;;;;
Ohio;Mansfield;46 824;;;;
Illinois;Glenview;46 767;;;;
California;San Luis Obispo;46 730;;;;
Texas;Texas City;46 639;;;;
Idaho;Twin Falls;46 528;;;;
California;San Jacinto;46 490;;;;
New York;Perinton;46 462;;;;
Alabama;Madison;46 450;;;;
Indiana;Jeffersonville;46 440;;;;
New York;Binghamton;46 299;;;;
New Jersey;Bloomfield;46 288;;;;
Utah;Draper;46 202;;;;
Indiana;Columbus;46 124;;;;
Ohio;Beavercreek;45 934;;;;
Texas;Wylie;45 913;;;;
California;Lincoln;45 902;;;;
California;Antelope;45 770;;;;
Illinois;Elmhurst;45 751;;;;
Virginia;Charlottesville;45 593;;;;
Pennsylvania;Altoona;45 558;;;;
Washington;Lacey;45 446;;;;
Arkansas;Pine Bluff;45 332;;;;
Tennessee;Smyrna;45 274;;;;
New Jersey;Sayreville;45 262;;;;
North Carolina;Kannapolis;45 245;;;;
Ohio;Cleveland Heights;45 181;;;;
Connecticut;Wallingford;45 135;;;;
Virginia;Tuckahoe;44 990;;;;
Mississippi;Biloxi;44 984;;;;
Maryland;Potomac;44 965;;;;
Florida;Cantonment;44 893;;;;
California;Newark;44 723;;;;
New York;West Seneca;44 711;;;;
Colorado;Littleton;44 669;;;;
Connecticut;Enfield;44 654;;;;
Ohio;Strongsville;44 654;;;;
Pennsylvania;Penn Hills;44 614;;;;
Florida;Titusville;44 557;;;;
New Jersey;Hackensack;44 519;;;;
Delaware;Pike Creek-Central Kirkwood;44 493;;;;
New Mexico;Farmington;44 445;;;;
Texas;Colony;44 421;;;;
Florida;Cutler Bay;44 321;;;;
Maryland;Severn;44 231;;;;
Massachusetts;Everett;44 231;;;;
Ohio;Dublin;44 214;;;;
California;Coachella;44 132;;;;
Florida;Wesley Chapel;44 092;;;;
Illinois;DeKalb;44 054;;;;
California;Lompoc;44 013;;;;
Virginia;Blacksburg;43 985;;;;
Massachusetts;Attleboro;43 970;;;;
Texas;Keller;43 924;;;;
Texas;Haltom City;43 913;;;;
California;Danville;43 909;;;;
North Carolina;Apex;43 907;;;;
Illinois;Lombard;43 893;;;;
Pennsylvania;York;43 865;;;;
Maryland;North Bethesda;43 828;;;;
Arizona;Sierra Vista;43 806;;;;
Florida;Oakland Park;43 800;;;;
California;El Centro;43 763;;;;
New York;Mount Pleasant;43 724;;;;
Massachusetts;Pittsfield;43 697;;;;
Florida;North Miami Beach;43 664;;;;
New Jersey;West Orange;43 629;;;;
Florida;Fort Pierce;43 601;;;;
Virginia;Ashburn;43 511;;;;
Utah;Bountiful;43 385;;;;
New York;Freeport;43 304;;;;
Hawaii;Hilo;43 263;;;;
Florida;North Lauderdale;43 214;;;;
New York;West Babylon;43 213;;;;
Michigan;Bloomfield Township;43 211;;;;
Tennessee;Cleveland;43 182;;;;
Iowa;Urbandale;43 150;;;;
California;Bell Gardens;43 146;;;;
Missouri;Jefferson City;43 132;;;;
Connecticut;Southington;43 069;;;;
California;San Bruno;43 009;;;;
Florida;St. Cloud;43 005;;;;
Wisconsin;Fond du Lac;42 917;;;;
Massachusetts;Arlington;42 844;;;;
Massachusetts;Salem;42 824;;;;
California;Altadena;42 777;;;;
Ohio;Fairfield;42 770;;;;
California;Paso Robles;42 751;;;;
California;Rancho Palos Verdes;42 726;;;;
California;North Highlands;42 694;;;;
Illinois;Moline;42 685;;;;
Colorado;Black Forest-Peyton;42 682;;;;
Georgia;Big Creek;42 663;;;;
New York;Henrietta;42 581;;;;
Illinois;Belleville;42 529;;;;
New Hampshire;Concord;42 444;;;;
Virginia;Danville;42 444;;;;
California;Beaumont;42 277;;;;
California;Rohnert Park;42 262;;;;
Florida;Altamonte Springs;42 225;;;;
Vermont;Burlington;42 211;;;;
Illinois;Plainfield;42 138;;;;
California;El Dorado Hills;42 108;;;;
Pennsylvania;State College;42 100;;;;
Virginia;Manassas;42 081;;;;
California;Morgan Hill;42 068;;;;
Illinois;Urbana;42 044;;;;
Arizona;Oro Valley;42 018;;;;
Michigan;Midland;41 957;;;;
New Jersey;Kearny;41 837;;;;
Texas;Burleson;41 818;;;;
Texas;Rockwall;41 785;;;;
Illinois;Buffalo Grove;41 701;;;;
Montana;Bozeman;41 660;;;;
New Jersey;Linden;41 651;;;;
Kansas;Hutchinson;41 642;;;;
Illinois;Bartlett;41 632;;;;
Arkansas;Bentonville;41 613;;;;
Massachusetts;Westfield;41 608;;;;
New York;Cortlandt;41 592;;;;
Maryland;Catonsville;41 567;;;;
New York;Hicksville;41 547;;;;
California;Brea;41 508;;;;
Utah;Riverton;41 457;;;;
Texas;The Colony;41 352;;;;
Connecticut;Shelton;41 295;;;;
Rhode Island;Woonsocket;41 228;;;;
Florida;University;41 163;;;;
Massachusetts;Leominster;41 150;;;;
California;Campbell;41 119;;;;
Ohio;Findlay;41 098;;;;
Arizona;Prescott Valley;41 075;;;;
Florida;Ocoee;41 073;;;;
Virginia;Lake Ridge;41 058;;;;
Virginia;Burke;41 055;;;;
Virginia;Annandale;41 008;;;;
Tennessee;Brentwood;40 982;;;;
New Mexico;South Valley;40 976;;;;
Arizona;Prescott;40 958;;;;
Massachusetts;Beverly;40 952;;;;
Kentucky;Covington;40 944;;;;
South Carolina;Sumter;40 929;;;;
Washington;Edmonds;40 896;;;;
Iowa;Cedar Falls;40 859;;;;
Pennsylvania;Wilkes-Barre;40 814;;;;
Illinois;Quincy;40 805;;;;
California;La Puente;40 735;;;;
California;Parkway-South Sacramento;40 720;;;;
Texas;Coppell;40 678;;;;
Ohio;Warren;40 633;;;;
Georgia;Bill Arp;40 565;;;;
Texas;Livingston-New Willard;40 554;;;;
California;San Gabriel;40 519;;;;
Illinois;Crystal Lake;40 493;;;;
Nevada;North Valleys;40 467;;;;
Georgia;North Atlanta;40 456;;;;
Massachusetts;Fitchburg;40 445;;;;
Texas;Huntsville;40 435;;;;
Minnesota;Mankato;40 411;;;;
South Carolina;Goose Creek;40 370;;;;
Maryland;Hagerstown;40 364;;;;
Illinois;Carol Stream;40 349;;;;
Illinois;Streamwood;40 345;;;;
Massachusetts;Billerica;40 243;;;;
Alabama;Florence;40 215;;;;
Minnesota;Maplewood;40 199;;;;
Mississippi;Meridian;40 196;;;;
Connecticut;Norwich;40 178;;;;
North Carolina;Hickory;40 143;;;;
Massachusetts;Holyoke;40 124;;;;
South Carolina;Hilton Head Island;40 039;;;;
California;La Quinta;39 964;;;;
Texas;Sherman;39 943;;;;
Arizona;Marana;39 888;;;;
New Mexico;Clovis;39 860;;;;
Minnesota;Moorhead;39 857;;;;
Wisconsin;New Berlin;39 842;;;;
California;Calexico;39 799;;;;
Texas;Duncanville;39 707;;;;
California;Culver City;39 691;;;;
Illinois;Romeoville;39 679;;;;
Minnesota;Shakopee;39 677;;;;
Massachusetts;Marlborough;39 612;;;;
Ohio;Lancaster;39 595;;;;
Arizona;Verde;39 532;;;;
New Jersey;Atlantic City;39 415;;;;
Florida;North Fort Myers;39 407;;;;
Washington;Snoqualmie Valley;39 400;;;;
Arizona;Bullhead City;39 364;;;;
Wisconsin;Wausau;39 302;;;;
New Jersey;Teaneck;39 274;;;;
Massachusetts;Woburn;39 272;;;;
Tennessee;Germantown;39 267;;;;
Maryland;Essex;39 262;;;;
California;Oakley;39 224;;;;
Washington;Seattle Hill-Silver Firs;39 176;;;;
Missouri;Cape Girardeau;39 167;;;;
Florida;Greenacres;39 157;;;;
New York;Coram;39 113;;;;
Washington;Puyallup;39 105;;;;
Washington;North Whidbey;39 094;;;;
California;Pacifica;39 088;;;;
Florida;Greater Carrollwood;39 086;;;;
Florida;Ormond Beach;39 075;;;;
Florida;Hallandale Beach;39 051;;;;
Massachusetts;Chelsea;38 861;;;;
Maryland;Annapolis;38 856;;;;
Florida;Winter Garden;38 746;;;;
Maryland;St. Charles;38 740;;;;
Texas;Hurst;38 733;;;;
California;Stanton;38 719;;;;
Florida;The Acreage;38 704;;;;
Illinois;Rock Island;38 642;;;;
Oklahoma;Muskogee;38 616;;;;
Colorado;Northglenn;38 596;;;;
Nevada;Whitney;38 585;;;;
Washington;Bremerton;38 572;;;;
Ohio;Grove City;38 519;;;;
Illinois;Hanover Park;38 476;;;;
California;Montclair;38 465;;;;
Texas;Lancaster;38 453;;;;
Illinois;Carpentersville;38 407;;;;
Michigan;Muskegon;38 393;;;;
California;Laguna;38 309;;;;
Texas;Channelview;38 289;;;;
Ohio;Lima;38 265;;;;
Texas;Friendswood;38 248;;;;
Hawaii;Waipahu;38 216;;;;
Ohio;Huber Heights;38 162;;;;
New York;East Meadow;38 132;;;;
Arizona;Apache Junction;38 131;;;;
Delaware;Lower Christiana;38 118;;;;
California;Pendleton;38 073;;;;
Florida;Oviedo;38 020;;;;
Illinois;Wheeling;38 010;;;;
Oregon;Lake Oswego;37 999;;;;
Wisconsin;Brookfield;37 982;;;;
South Carolina;Florence;37 961;;;;
Florida;Ponte Vedra;37 924;;;;
Maryland;Woodlawn;37 879;;;;
Utah;Roy;37 877;;;;
Illinois;Park Ridge;37 856;;;;
New Jersey;Montclair;37 837;;;;
New York;Valley Stream;37 832;;;;
Massachusetts;Amherst;37 819;;;;
Florida;Panama City;37 681;;;;
Ohio;Westerville;37 667;;;;
Maryland;Severna Park;37 634;;;;
Texas;Weslaco;37 601;;;;
New Jersey;North Brunswick Township;37 594;;;;
California;Martinez;37 567;;;;
Alabama;Phenix City;37 540;;;;
Utah;Spanish Fork;37 527;;;;
South Carolina;Spartanburg;37 525;;;;
South Carolina;James Island;37 514;;;;
Arizona;Sun City;37 499;;;;
Florida;Aventura;37 451;;;;
California;Monrovia;37 415;;;;
Ohio;Delaware;37 372;;;;
Massachusetts;Braintree Town;37 362;;;;
Delaware;Dover;37 355;;;;
Texas;West Bexar;37 315;;;;
Oregon;Keizer;37 303;;;;
Illinois;Addison;37 297;;;;
Michigan;Lincoln Park;37 231;;;;
Texas;Texarkana;37 225;;;;
Illinois;Calumet City;37 213;;;;
Wisconsin;Greenfield;37 157;;;;
Maryland;Odenton;37 132;;;;
California;Los Banos;37 126;;;;
New Mexico;Hobbs;37 118;;;;
Georgia;Mableton;37 115;;;;
Florida;Lake Worth;37 097;;;;
California;Hollister;37 086;;;;
Utah;Pleasant Grove;37 064;;;;
Florida;Middleburg-Clay Hill;37 033;;;;
New Jersey;Fort Lee;37 026;;;;
Florida;Royal Palm Beach;37 015;;;;
Washington;Cascade-Fairwood;36 930;;;;
New Jersey;Ewing;36 909;;;;
Texas;Schertz;36 896;;;;
Texas;Northwest Rockwall;36 894;;;;
Wisconsin;Beloit;36 881;;;;
Texas;Cedar Creek Lake;36 825;;;;
Iowa;Marion;36 774;;;;
Colorado;Brighton;36 765;;;;
Indiana;Portage;36 760;;;;
Florida;Interior County;36 733;;;;
Ohio;Reynoldsburg;36 711;;;;
New York;Clifton Park;36 705;;;;
Florida;Hallandale;36 703;;;;
North Carolina;Wake Forest;36 693;;;;
Washington;Lynnwood;36 687;;;;
Georgia;Milton;36 662;;;;
Maryland;Oxon Hill-Glassmanor;36 653;;;;
Florida;Plant City;36 627;;;;
Ohio;Marion;36 620;;;;
New York;Brighton;36 609;;;;
Indiana;New Albany;36 589;;;;
Washington;Bothell;36 567;;;;
Texas;Mission Bend;36 501;;;;
Oklahoma;Bartlesville;36 498;;;;
Washington;Longview;36 483;;;;
Nevada;Pahrump;36 441;;;;
New Jersey;Pennsauken;36 434;;;;
Florida;Winter Haven;36 371;;;;
North Carolina;Indian Trail;36 360;;;;
Virginia;Mechanicsville;36 348;;;;
California;Temple City;36 334;;;;
Georgia;Gainesville;36 306;;;;
Maine;Lewiston;36 299;;;;
California;East Yolo;36 296;;;;
Alabama;Gadsden;36 295;;;;
California;San Juan Capistrano;36 282;;;;
Wisconsin;Franklin;36 278;;;;
New York;Penfield;36 242;;;;
California;Bell;36 217;;;;
Georgia;Newnan;36 203;;;;
Minnesota;Richfield;36 179;;;;
Texas;San Juan;36 174;;;;
Georgia;East Dougherty;36 163;;;;
Indiana;Richmond;36 159;;;;
Florida;Kendall West;36 154;;;;
Missouri;Oakville;36 143;;;;
Texas;Lufkin;36 141;;;;
New York;Commack;36 124;;;;
New York;Yorktown;36 081;;;;
Texas;Del Rio;36 079;;;;
Tennessee;Columbia;36 071;;;;
California;Claremont;36 054;;;;
Connecticut;Trumbull;36 018;;;;
Kansas;Leavenworth;36 000;;;;
Georgia;Rome;35 997;;;;
California;Willowbrook;35 983;;;;
Wisconsin;Menomonee Falls;35 974;;;;
Maryland;Clinton;35 970;;;;
North Carolina;Goldsboro;35 947;;;;
California;West Hollywood;35 883;;;;
California;Manhattan Beach;35 881;;;;
Missouri;Wildwood;35 820;;;;
Florida;Dunedin;35 819;;;;
Washington;Parkland;35 803;;;;
Georgia;Martinez;35 795;;;;
Utah;Kearns;35 731;;;;
Virginia;Linton Hall;35 725;;;;
Florida;South Miami Heights;35 696;;;;
Mississippi;Tupelo;35 688;;;;
Arkansas;Hot Springs;35 673;;;;
Minnesota;Cottage Grove;35 630;;;;
Massachusetts;Shrewsbury;35 608;;;;
California;Moorpark;35 550;;;;
Florida;Valrico;35 545;;;;
Florida;Wimauma-Lithia;35 529;;;;
Georgia;East Point;35 488;;;;
Mississippi;Olive Branch;35 457;;;;
Indiana;Merrillville;35 450;;;;
Texas;Little Elm;35 414;;;;
California;Wildomar;35 377;;;;
Ohio;Boardman;35 376;;;;
Minnesota;Roseville;35 319;;;;
Alabama;Prattville;35 317;;;;
New York;Guilderland;35 303;;;;
North Carolina;Mooresville;35 300;;;;
Indiana;Westfield;35 297;;;;
Florida;Egypt Lake-Leto;35 282;;;;
Oregon;Grants Pass;35 272;;;;
Oregon;Oregon City;35 266;;;;
Connecticut;Torrington;35 190;;;;
Iowa;Bettendorf;35 122;;;;
Missouri;University City;35 115;;;;
Georgia;Peachtree City;35 063;;;;
Wisconsin;Oak Creek;35 053;;;;
Texas;La Porte;35 039;;;;
Virginia;Marumsco;35 036;;;;
Rhode Island;Coventry;35 014;;;;
Florida;Cooper City;34 923;;;;
New Jersey;Belleville;34 877;;;;
California;Beverly Hills;34 871;;;;
Georgia;Hinesville;34 815;;;;
Ohio;Stow;34 773;;;;
Maryland;Suitland-Silver Hill;34 746;;;;
Florida;Merritt Island;34 743;;;;
Minnesota;Inver Grove Heights;34 709;;;;
Florida;West Little River;34 699;;;;
California;San Dimas;34 637;;;;
Ohio;Upper Arlington;34 609;;;;
Ohio;Brunswick;34 604;;;;
Hawaii;Kaneohe;34 597;;;;
Illinois;Glendale Heights;34 530;;;;
California;Pleasant Hill;34 497;;;;
Pennsylvania;Norristown;34 484;;;;
Texas;Rosenberg;34 468;;;;
New York;Central Islip;34 450;;;;
Connecticut;Glastonbury;34 427;;;;
Florida;Lauderdale Lakes;34 410;;;;
Kansas;Leawood;34 395;;;;
North Carolina;Monroe;34 331;;;;
New York;Carmel;34 305;;;;
California;Rubidoux;34 280;;;;
Tennessee;La Vergne;34 274;;;;
Tennessee;Spring Hill;34 269;;;;
Ohio;Gahanna;34 257;;;;
California;Seaside;34 182;;;;
Texas;Leander;34 172;;;;
California;La Presa;34 169;;;;
Florida;Winter Springs;34 169;;;;
Utah;Cottonwood Heights;34 166;;;;
Virginia;Oakton;34 166;;;;
Michigan;Bay City;34 149;;;;
Georgia;Gracewood;34 147;;;;
Pennsylvania;Chester;34 133;;;;
Massachusetts;Watertown;34 127;;;;
Alabama;Vestavia Hills;34 124;;;;
Louisiana;Houma;34 124;;;;
California;Dana Point;34 116;;;;
Washington;Issaquah;34 056;;;;
Massachusetts;Dartmouth;34 032;;;;
Montana;Butte-Silver Bow;33 980;;;;
California;Orangevale;33 960;;;;
Massachusetts;Braintree;33 951;;;;
Missouri;Wentzville;33 912;;;;
Maryland;Olney;33 844;;;;
Illinois;Pekin;33 824;;;;
Massachusetts;Chelmsford;33 802;;;;
Oklahoma;Owasso;33 773;;;;
Delaware;Central Pencader;33 750;;;;
Texas;Deer Park;33 719;;;;
New York;Salina;33 710;;;;
North Carolina;Salisbury;33 710;;;;
Texas;Nacogdoches;33 687;;;;
New York;Long Beach;33 664;;;;
New York;Bethlehem;33 656;;;;
Illinois;Northbrook;33 655;;;;
Florida;Riviera Beach;33 649;;;;
Michigan;Holland;33 644;;;;
Arkansas;Benton;33 625;;;;
New York;New City;33 559;;;;
Kentucky;Richmond;33 556;;;;
New Jersey;Fair Lawn;33 549;;;;
Arizona;El Mirage;33 532;;;;
Georgia;Dalton;33 529;;;;
Maryland;Chillum;33 513;;;;
